id,city_id,approve_url
2,15,https://www.city.chiyoda.lg.jp/koho/kurashi/zekin/juminze/kifukin.html
4,4,http://www.vill.kunohe.iwate.jp/docs/1168.html
5,29,https://www.city.osaka.lg.jp/fukushima/page/0000526266.html
7,25,https://www.city.nagoya.jp/sportsshimin/page/0000129183.html
8,14,https://www.city.chiba.jp/hokenfukushi/iryoeisei/seisaku/asbestos180320.html
10,26,https://www2.town.asahi.mie.jp/www/contents/1001000000531/index.html
11,31,https://www.town.ando.nara.jp/0000000009.html
12,6,https://www.city.odate.lg.jp/city/handbook/handbook10/page47/p432
13,9,https://www.vill.iitate.fukushima.jp/soshiki/1/7959.html
14,24,https://www.pref.shizuoka.jp/kensei/introduction/bukyokucho/1002380/1045969/1012270.html
15,5,http://www.city.sendai.jp/kodomo-somu/shise/daishinsai/hisai/shiensedo.html
16,31,https://www.city.gojo.lg.jp/jigyousha/jigyou_hojyokin/7431.html
18,17,https://www.pref.niigata.lg.jp/sec/bunka/1237233686782.html
19,26,https://www.city.ise.mie.jp/bousai_kyukyu/anzen/bouhan/1001776.html
20,14,https://www.city.ichikawa.lg.jp/edu03/1111000003.html
21,31,https://www.city.gose.nara.jp/0000000021.html
22,28,https://www.city.kyoto.lg.jp/bunshi/page/0000115032.html
23,31,https://www.town.heguri.nara.jp/site/shiensaku/1115.html
24,6,https://www.city.yokote.lg.jp/1001344/1004931/1005152.html
25,28,https://www.city.fukuchiyama.lg.jp/site/bousai/1831.html
27,14,https://www.town.kyonan.chiba.jp/soshiki/3/2064.html
30,14,http://www.city.abiko.chiba.jp/kurashi/pet/pet/tiikinekohojyokinn.html
31,14,"http://www.town.otaki.chiba.jp/index.cfm/7,178,34,html"
32,14,http://www.city.kamagaya.chiba.jp/kurashi-tetsuzuki/sumai/kekkonsinseikatu.html
34,14,https://www.city.asahi.lg.jp/soshiki/11/2295.html
35,14,https://www.city.matsudo.chiba.jp/kosodate/matsudodekosodate/kosodatenavi/teate_jyosei/mikonnkyuuhu.html
36,14,https://www.city.kamogawa.lg.jp/soshiki/2/183.html
37,14,https://www.city.sakura.lg.jp/soshiki/shiminzeika/242/12289.html
39,14,https://www.town.shibayama.lg.jp/0000003976.html
41,14,https://www.city.kashiwa.lg.jp/shiminkatsudo/region/chokai/hojo/shigenkaisyuhousyokin.html
43,14,https://www.city.katori.lg.jp/living/sumai/block_support.html
44,14,https://www.town.chonan.chiba.jp/kenkoufukusi/iryouhijosei/8668/
45,14,https://www.city.katsuura.lg.jp/info/533
46,14,https://www.city.choshi.chiba.jp/kurashi/page050057.html
47,14,http://www.city.yotsukaido.chiba.jp/kurashi/kankyo/energy_saving_eco/takuhai-box04.html
48,14,http://www.town.shirako.lg.jp/0000000195.html
49,14,https://www.city.minamiboso.chiba.jp/0000000749.html
50,14,http://www.vill.chosei.chiba.jp/0000001032.html
51,14,https://www.city.funabashi.lg.jp/kurashi/zei/001/03/p095842.html
52,14,https://www.city.shiroi.chiba.jp/soshiki/kikaku/s01/kaz003/kaz006/kaz011/1421160397261.html
53,14,https://www.city.sodegaura.lg.jp/soshiki/kenko/ninpuiipan.html
54,14,http://www.town.shisui.chiba.jp/docs/2020110600011/
55,14,https://www.city.kimitsu.lg.jp/site/kosodate/1397.html
57,14,https://www.city.yachimata.lg.jp/soshiki/10/7648.html
58,14,https://www.city.sosa.lg.jp/page/page000714.html
59,14,https://www.city.futtsu.lg.jp/0000006541.html
60,14,https://www.city.mobara.chiba.jp/0000003934.html
61,14,https://www.city.kisarazu.lg.jp/kurashi/anzen/1005576/1005641.html
62,14,https://www.city.inzai.lg.jp/0000000294.html
68,31,http://www.vill.higashiyoshino.nara.jp/life/%e5%be%8c%e6%9c%9f%e9%ab%98%e9%bd%a2%e8%80%85%e5%8c%bb%e7%99%82%e5%88%b6%e5%ba%a6%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/
70,14,https://www.town.ichinomiya.chiba.jp/kosodate/kosodate/516.html
71,28,https://www.city.maizuru.kyoto.jp/0000007238.html
72,14,https://www.city.tomisato.lg.jp/0000009699.html
73,14,http://www.town.kozaki.chiba.jp/02kodomo/shogakukin.html
74,31,https://www.town.ikaruga.nara.jp/0000000008.html
76,14,http://www.town.nagara.chiba.jp/soshiki/3/37.html
77,14,https://www.town.kujukuri.chiba.jp/0000000127.html
78,14,https://www.city.nagareyama.chiba.jp/life/1002236/1002237/1002239.html
79,31,https://www.city.ikoma.lg.jp/0000000011.html
80,14,https://www.city.narashino.lg.jp/kurashi/kokuminnenkin/nationalpension.html
81,28,https://www.city.ayabe.lg.jp/0000001626.html
82,31,https://www.town.kanmaki.nara.jp/corona/vaccine/856.html
83,3,https://www.pref.aomori.lg.jp/soshiki/energy/enerugi/solarenergy-josei.html
84,28,https://www.city.uji.kyoto.jp/site/choju/1268.html
85,31,https://www.city.kashiba.lg.jp/site/corona/30593.html
89,14,https://www.city.narita.chiba.jp/kosodate/page144400.html
90,31,https://www.city.katsuragi.nara.jp/bamenbetsu_mokutekibetu/owakare/5347.html
91,28,https://www.town.ide.kyoto.jp/lifeevent/fukushi_kaigo/syougaisyafukushi/1434591632178.html
92,31,https://www.town.kawai.nara.jp/chosei/shisaku_keikaku/1/2/7/3017.html
93,14,https://www.city.noda.chiba.jp/kurashi/anzen/bousai/1034535.html
94,14,https://www.city.oamishirasato.lg.jp/0000012414.html
95,28,http://www.town.ine.kyoto.jp/soshiki/hokenfukushi/fukushi/syougaihukusi/1452254545077.html
97,3,http://www.city.aomori.aomori.jp/bunkagakushu/kodomo-kyouiku/kyouikujigyo/kateikyouiku-shien/main.html
98,31,http://www.town.koryo.nara.jp/contents_detail.php?co=cat&frmId=2177&frmCd=6-2-3-1-0
99,28,https://www.city.joyo.kyoto.jp/0000000212.html
100,3,https://www.city.hirosaki.aomori.jp/kurashi/akiya/2015-1008-1749-45.html
101,31,https://www.vill.mitsue.nara.jp/kurashi/annai/hokenfukushika/2/1/2045.html
102,3,https://www.city.hachinohe.aomori.jp/corona/2/14513.html
103,31,https://www.city.nara.lg.jp/site/coronavirus/87196.html
104,24,https://www.city.shizuoka.lg.jp/000_001932.html
105,17,https://www.town.aga.niigata.jp:443/info/machizukuri_kanko_info/1140.html
106,3,http://www.city.kuroishi.aomori.jp/kenkou/kaigo/kaigo_jyukyokeigen.html
107,31,https://www.vill.nosegawa.nara.jp/top/lifeevent/decease/357.html
108,17,https://www.city.agano.niigata.jp:443/kenko_iryo_fukushi/shogaishafukushi/4825.html
109,31,https://www.town.oji.nara.jp/kosodate_kyoiku/ninshin_shussan/kodomonozomuhitohe/7604.html
110,24,https://www.city.numazu.shizuoka.jp/deai/shien/index.htm
111,3,https://www.city.goshogawara.lg.jp:443/jouhou/koho/kyodo/2017-0314-1509-100.html
112,28,https://www.city.kameoka.kyoto.jp/site/covid-19/3090.html
113,24,https://www.city.atami.lg.jp/kenko/fukushi/1004693.html
114,31,http://www.town.oyodo.lg.jp/contents_detail.php?co=cat&frmId=265&frmCd=6-21-4-0-0
116,17,https://www.city.niigata.lg.jp:443/akiha/torikumi/gyoseiunei/hojokin/hojyokinkijyun/roujinnkurabu.html
117,3,https://www.city.towada.lg.jp/fukushi/hogo/juukyokakuho.html
118,28,http://www.town.kasagi.lg.jp/contents_detail.php?co=cat&frmId=88&frmCd=4-1-0-0-0
119,31,https://www.city.sakurai.lg.jp/gyosya/sizei/1394426477321.html
122,3,"https://www.city.misawa.lg.jp/index.cfm/10,0,42,416,html"
124,31,https://www.town.sango.nara.jp/site/covid-19/2097.html
125,24,http://www.city.mishima.shizuoka.jp/ipn000156.html
127,14,https://www.city.sammu.lg.jp/page/page003161.html
128,28,"https://www.city.kizugawa.lg.jp/index.cfm/20,1779,32,html"
129,31,https://www.town.shimoichi.lg.jp/0000000128.html
